Sales,Quantity,Profit,
9.392,2,3.2872,
9.328,1,0.8162,
4.356,2,-11.7612,
3.69,1,1.7343,
2.946,2,-2.0622,
1424.9,5,356.225,
679.96,5,220.987,
361.92,4,162.864,
321.568,2,28.1372,
153.552,3,51.8238,
123.92,4,55.764,
80.58,6,22.5624,
80.28,12,36.9288,
65.34,3,22.869,
62.82,9,29.5254,
44.75,5,8.5025,
35.1,3,12.285,
18.54,2,8.7138,
6.48,1,3.1104,
1029.95,5,298.6855,
892.136,7,111.517,
458.43,5,-137.529,
403.92,5,25.245,
387.136,4,24.196,
363.92,5,-31.843,
328.59,3,-147.8655,
316,4,31.6,
302.376,3,22.6782,
300.768,4,30.0768,
243.384,3,-51.7191,
209.6,5,68.12,
122.688,9,39.8736,
119.96,4,25.1916,
119.8,5,29.95,
85.224,3,7.4571,
83.42,2,24.1918,
73.536,4,9.192,
64.96,5,-4.06,
50.22,3,2.0088,
35.808,3,11.19,
30.98,1,13.941,
23.32,2,6.0632,
15.26,7,6.2566,
14.8,4,6.068,
13.52,2,1.69,
6.672,3,1.668,
5.872,2,2.1286,
657.93,7,184.2204,
383.952,6,76.7904,
383.64,6,122.7648,
249.95,5,19.996,
60.35,5,19.9155,
56.52,3,15.8256,
49.12,4,23.0864,
35.52,4,9.9456,
33.48,4,8.7048,
26.86,2,6.715,
18.693,3,-14.3313,
13.9,5,3.614,
11.2,7,4.816,
1114.272,4,41.7852,
63.88,4,24.9132,
9.84,3,3.2472,
6.096,2,2.2098,
396.92,4,198.46,
134.8,10,35.048,
133.38,6,58.6872,
81.424,2,-9.1602,
23.12,2,7.803,
21.48,6,10.5252,
17.15,1,4.6305,
14.62,2,6.7252,
5.76,2,2.8224,
1652.94,3,231.4116,
564.195,3,-304.6653,
296.37,3,80.0199,
87.168,2,8.7168,
19.44,3,9.3312,
14.76,2,4.2804,
2.214,3,-1.476,
563.92,5,7.049,
34.944,3,3.0576,
21.21,7,4.4541,
4.788,3,-7.9002,
3.68,2,1.8032,
2892.74,13,4946.37,
1003.52,6,-325.572,
165.6,3,-6.21,
51.84,10,18.144,
46.53,3,13.0284,
13.488,2,4.3836,
11.416,1,3.8529,
1793.98,2,843.1706,
961.48,5,-204.3145,
900.08,4,117.0104,
772.47,3,146.7693,
579.3,5,28.965,
563.94,3,112.788,
377.45,5,-264.215,
254.058,7,-169.372,
194.528,2,24.316,
183.84,8,62.5056,
112.776,3,-8.4582,
72.64,2,21.792,
66.976,7,6.6976,
45.24,4,-30.16,
39.92,4,11.1776,
38.88,6,18.6624,
28.68,3,-7.17,
18.84,3,6.0288,
18.688,4,2.336,
15.936,4,5.1792,
11.648,2,3.7856,
455.97,6,-218.8656,
303.92,5,-30.392,
34.248,3,11.5587,
10.44,6,-7.656,
5.214,2,-4.1712,
3.52,2,1.0208,
1.8,5,-2.88,
66.3,3,8.619,
33.9,5,15.594,
18.92,4,7.3788,
15.42,2,6.939,
842.72,8,202.2528,
55.36,4,19.376,
41.96,2,10.9096,
31.32,10,-25.056,
25.584,2,8.9544,
22.784,1,4.8416,
11.84,4,3.108,
11.56,1,3.757,
99.96,4,899.982,
1499.97,5,-374.9925,
1117.92,4,55.896,
572.76,6,166.1004,
453.576,3,39.6879,
287.88,3,35.985,
286.38,3,83.0502,
227.28,2,2.2728,
141.372,2,-14.1372,
131.88,3,14.8365,
61.96,2,30.3604,
47.9,1,22.992,
45.36,9,14.742,
37.94,2,18.2112,
24.85,7,11.6795,
8.82,3,2.5578,
7.968,2,2.6892,
5.553,3,-4.0722,
4.2,2,1.176,
2.328,2,-0.7566,
799.56,9,207.8856,
540.048,3,-47.2542,
255.68,8,76.704,
197.97,3,53.4519,
43.96,7,18.4632,
39.76,7,18.6872,
33.4,5,16.032,
27.882,3,-20.4468,
575.944,7,257.5944,
1563.056,8,313.2624,
1747.25,5,629.01,
866.646,3,173.3292,
698.352,3,52.3764,
399.98,2,171.9914,
343.85,5,137.54,
313.176,2,-120.0508,
269.97,2,-386.957,
254.24,7,76.272,
106.32,3,49.9704,
100.8,2,21.42,
47.968,2,4.1972,
45.36,7,21.7728,
45.12,3,-7.896,
35.445,1,-24.1026,
33.568,2,11.7488,
21.12,4,6.5472,
19.89,9,5.3703,
902.712,3,33.8517,
302.384,2,30.2384,
212.94,3,25.5528,
146.352,3,-5.4882,
89.97,3,18.8937,
53.97,3,15.1116,
33.9,5,15.594,
26.49,1,7.4172,
18.72,2,3.51,
17.76,2,4.9728,
11.328,2,2.5488,
7.9,2,2.054,
4.992,3,1.6848,
845.488,8,-12.0784,
40,2,0.5,
23.68,4,7.4,
20.16,7,9.8784,
17.184,6,6.2292,
10.368,2,3.6288,
2.61,1,1.2006,
754.45,5,60.356,
186.048,6,67.4424,
81.96,2,22.9488,
70.56,6,23.9904,
38.088,4,-27.9312,
37.408,7,13.0928,
27.96,2,7.2696,
27.792,3,10.422,
25.344,6,8.8704,
14.03,1,4.0687,
11.232,3,3.9312,
2.808,3,-1.9656,
481.32,4,125.1432,
170.786,1,0,
72.224,4,25.2784,
16.52,5,1.652,
13.712,2,1.0284,
6.924,6,-10.386,
6.384,1,2.1546,
5.904,2,1.9926,
302.376,3,22.6782,
159.768,7,53.9217,
156.512,4,-35.2152,
47.616,3,3.5712,
38.376,3,13.4316,
23.48,5,8.218,
3.64,2,1.638,
164.42,5,-187.3815,
322.744,4,-26.6352,
472.56,5,-107.958,
487.43,11,199.2606,
93.736,4,2.2288,
120.47,5,-9.705,
107.6,2,1.728,
110.224,2,-38.8212,
137.748,14,-22.6842,
145.896,4,8.5568,
415.144,3,27.9108,
708.7,2,-27.828,
953.43,5,-169.637,
75.432,2,-13.58,
103.66,5,-12.528,
119.744,2,3.968,
140.854,6,-21.1596,
115.59,1,5.8065,
2057.272,8,682.5168,
125.12,3,3.1008,
136.88,6,18.6624,
147.74,7,15.5204,
101.02,3,0.6102,
156.11,7,31.9319,
186.78,11,44.5962,
3096.982,2,679.996,
107.89,1,3.5505,
93.808,3,-1.9656,
930.98,2,80.3682,
311.491,3,-228.7425,
790.98,5,-1141.47,
96.78,1,4.89,
164.68,2,15.8256,
138.08,6,19.2384,
252.94,3,53.235,
258.94,6,54.5844,
4200.05,5,83.281,
121.4,5,15.552,
129.984,2,6.999,
183.9,5,69.705,
188.8,4,70.312,
194.064,7,-14.7931,
217.624,9,14.7546,
89.92,5,0.693,
89.96,2,8.532,
102.12,4,2.5452,
99.34,1,5.5566,
101.508,2,-1.8392,
121.52,2,0.1008,
122.97,5,-4.577,
108.76,2,5.2528,
114.744,1,7.3386,
136.336,3,6.6468,
157.288,7,12.7008,
185.4,5,17.524,
168.8,4,1.356,
102.592,8,13.3008,
1942.16,8,312.676,
98.276,1,-6.6278,
108.4,5,6.206,
134.7,2,5.842,
118.784,4,-52.4544,
136.384,1,3.8682,
160.984,2,14.3952,
340.67,3,72.6408,
436.672,7,-14.9877,
5455.96,4,2504.2216,
141.92,4,8.0968,
167.07,7,25.2315,
101.92,4,37.5624,
455.6,2,-93.08,
573.94,3,152.0232,
914.271,3,-63.3765,
103,2,2.1,
109.04,1,0.9588,
117.696,4,7.0512,
116.28,1,5.7716,
124.968,2,6.3936,
184.776,3,10.0485,
240.846,3,2.3094,
394.976,3,130.4913,
111.52,2,1.0208,
115.52,5,4.176,
152.2,5,7.986,
106.98,1,18.6956,
109.52,4,42.0744,
116.696,6,33.6474,
195.99,1,49.497,
207.97,3,86.3856,
267.94,3,9.7176,
299.576,4,90.6444,
361.973,3,152.0883,
388.208,7,30.4682,
669.95,5,111.591,
87.4,5,7.056,
92.936,4,9.4284,
132.72,5,6.552,
160.784,7,-28.6272,
1159.02,3,56.301,
3026.95,5,1379.977,
85.872,3,0.8856,
103.12,5,4.914,
118.96,2,5.382,
162.45,3,13.8915,
132.984,2,11.998,
136.352,6,8.6352,
237.98,2,21.098,
90.48,1,3.1104,
116.92,4,12.4416,
109.938,2,-3.6212,
140.68,5,6.888,
149.352,3,8.2764,
311.784,2,89.9548,
98.67,3,0.1134,
131.86,3,6.7236,
100.72,4,24.4608,
2967.93,7,764.3818,
111.16,2,3.4368,
96.84,8,5.6832,
106.47,7,4.1769,
141.16,2,1.816,
117.976,3,-8.997,
154.982,3,-26.9955,
156.94,3,35.8644,
144.016,3,1.752,
284.97,3,26.3967,
292.9,5,137.151,
470.91,9,157.4685,
135.74,3,12.8316,
129.85,5,45.528,
167.616,8,40.3704,
96.34,3,2.1684,
85.22,2,2.4012,
102.768,2,0.4768,
127.91,3,4.6221,
117.57,1,2.2282,
111.96,2,6.2208,
140.48,1,3.5048,
114.128,4,-20.6176,
100.375,1,-47.175,
145.784,1,-13.5882,
147.3,2,6.465,
224,3,51.75,
437.136,4,-68.1096,
618.768,4,60.4768,
2015.168,4,250.396,
107.74,7,5.733,
111.71,1,3.4695,
114.344,2,3.1536,
131.82,3,2.3814,
116.28,2,9.14,
120.68,4,2.772,
140.58,7,14.5236,
135.3,2,10.881,
162.35,5,16.175,
100.97,5,-11.994,
107.26,2,29.3284,
242.58,2,12.6348,
253.984,2,38.9974,
257.96,2,10.062,
291.8,4,16.38,
2109.304,2,29.364,
2178.04,4,38.9312,
110.456,9,6.9732,
134.296,3,40.3536,
443.4,5,146.79,
936.229,3,-4.1832,
1248.2,1,-26.085,
2298.552,2,35.694,
118.882,2,-2.588,
119.184,1,1.8144,
159.584,2,23.7742,
138.67,3,8.4942,
221.12,5,0.712,
285.992,4,-426.986,
1666.7,5,459.396,
2399.2,5,41.76,
256.46,6,65.9634,
256.784,1,30.098,
371.97,3,79.1934,
135.9,5,13.455,
134.24,4,15.606,
290.784,4,-417.0936,
403.9,5,17.745,
2154.984,2,15.998,
122.984,2,-2.6892,
96.12,4,6.5472,
132.992,2,-32.48,
226.983,2,16.7986,
1958.12,4,11.3288,
126.776,3,7.7679,
164.568,2,-3.6892,
840.336,7,7.7343,
936.7,2,9.936,
986.136,4,108.3528,
116.64,8,38.9752,
120.53,1,21.506,
835.96,4,343.9828,
919.63,3,1.7901,
96.94,3,8.7906,
117.71,3,2.7846,
144.02,3,6.5052,
612.51,3,81.1314,
631.558,3,-8.5794,
850.99,1,7.3451,
110.692,1,-3.6537,
94.368,2,6.1992,
134.032,6,3.504,
140.94,2,18.2112,
156.352,3,-8.1822,
104.594,1,-11.5188,
132.0664,1,-17.0274,
165.792,1,10.9193,
186.45,5,39.948,
205.44,6,52.632,
479.336,4,-87.6672,
504.97,5,-106.393,
524.96,3,-269.3376,
938.43,5,-12.849,
92.715,5,-4.7625,
128.76,2,5.7624,
126.144,2,8.2896,
125.16,3,8.4564,
146.53,3,47.0979,
197.976,3,10.4985,
84.82,2,4.8118,
831.22,3,0.2244,
1259.86,7,361.2994,
133.84,3,3.4668,
111.67,3,12.0609,
101.168,2,-6.396,
118.704,2,16.3172,
261.968,2,18.8972,
358.576,3,25.0182,
427.91,9,-185.7168,
838.64,5,3.857,
1038.56,2,1.9024,
1233.11,3,3.4086,
92.432,3,3.0654,
115.23,1,7.3359,
131.992,1,4.7988,
973.904,1,-2.994,
619.4,5,0.336,
884.96,5,25.186,
128.44,6,16.848,
152.92,5,38.725,
1333.8,5,214.4675,
132.956,4,-3.7996,
230.784,2,-22.1382,
245.92,5,5.798,
529.788,3,-3.0396,
106.96,2,15.6332,
110.92,4,22.1184,
249.92,4,109.7208,
301.576,2,19.3932,
380.79,7,99.9012,
911.536,8,66.7152,
940.224,3,89.2224,
116.12,4,11.3288,
152.6,4,13.32,
919.84,2,4.7232,
943.78,1,3.501,
109.04,6,33.3396,
128.648,2,33.64,
214.776,3,14.7582,
460.96,2,101.6508,
493.94,6,52.7934,
110.222,7,-20.1663,
118.556,1,-0.9452,
94.976,4,-1.3952,
93.528,4,-12.352,
156.96,7,27.2412,
134.52,3,15.4752,
110.8,5,19.656,
125.98,2,42.9914,
185.352,3,-17.0352,
227.98,1,47.0548,
426.672,7,-14.9877,
1099.44,8,440.7648,
100.88,8,9.744,
117.5,5,-77.625,
134.568,2,32.4684,
93.25,1,7.015,
124.464,1,0.8624,
123.72,1,0.654,
122.32,4,2.7028,
142.96,2,62.7004,
265.16,4,57.5016,
271.36,6,112.4928,
291.24,2,78.672,
339.97,3,125.9874,
112.9,2,2.528,
114.06,2,11.7782,
148.69,3,9.1581,
130.68,4,19.6328,
253.384,2,23.2182,
327.93,7,140.5957,
73.928,2,1.7248,
127.52,4,5.6448,
132.38,1,12.1348,
112.976,9,5.4288,
117.88,6,8.1192,
165.488,4,4.7616,
153.97,3,16.5531,
165.78,2,16.945,
106.59,3,42.1314,
133.92,6,9.072,
134.08,3,4.908,
196.2,5,64.2,
669.84,8,168.4384,
77.36,2,0.8736,
111.7,2,9.936,
234.98,2,69.993,
521.984,2,59.998,
112.84,5,9.6375,
123.96,4,21.2724,
948.408,4,-173.3472,
81.696,1,0.5022,
112.092,4,-10.0372,
128.248,2,0.5904,
128.91,3,-8.379,
136.982,3,-10.7964,
150.872,2,11.5164,
141.784,1,3.6588,
108.88,4,24.9132,
167.764,3,-46.4292,
799.85,5,-181.265,
924.92,4,421.0824,
107.294,1,-8.6058,
132.72,1,11.7568,
145.28,1,3.246,
102.93,7,32.1678,
273.94,3,9.7176,
122.41,9,18.5886,
105.8,8,25.424,
139.768,1,-2.5648,
190.736,8,49.2576,
211.3,3,81.921,
228.986,2,8.9994,
232.95,5,88.1295,
303.24,6,138.3552,
339.9,2,74.975,
364.55,3,150.984,
507.16,2,120.9416,
1004.984,2,335.9944,
1346.496,2,-299.8116,
116.992,1,2.5974,
122.552,3,5.6376,
134.456,4,2.1888,
130.36,1,-7.3015,
144.76,5,1.86,
124.36,7,21.7728,
139.88,2,15.44,
160.12,4,12.4752,
121.616,2,4.9616,
186.67,3,54.8613,
197.984,2,43.9956,
340.12,2,80.6312,
475.44,8,-81.664,
673.976,3,49.4982,
85.68,5,6.888,
116.48,1,3.1104,
125.193,3,-3.462,
141.51,1,1.8604,
128.376,2,-7.396,
169.224,2,3.389,
136.464,6,22.9008,
168.264,6,7.6896,
104.06,3,18.2592,
127.44,8,27.9344,
144.7,6,31.122,
119.272,3,3.21,
124.31,1,3.4357,
119.776,6,-22.0416,
124.456,2,5.8914,
127.608,2,1.6704,
98.75,5,9,
146.144,3,3.0861,
137.53,3,12.0978,
125.1,6,22.458,
134.6,8,13.604,
113.524,3,-41.262,
136.86,7,26.3494,
198.994,3,-320.2395,
556.544,7,47.0351,
82.688,3,-7.392,
108.9,5,3.753,
119.832,3,6.5538,
143.4,5,9.312,
112.2,4,21.252,
153.816,3,4.5201,
147.54,2,10.9494,
238.96,4,85.9828,
421.36,7,106.7808,
696.504,6,-131.5008,
737.16,5,8.7145,
90.94,3,2.4138,
128.624,2,5.1184,
129.93,1,12.6813,
97.824,6,6.6906,
153.496,7,9.2799,
153.91,7,13.2986,
252,2,38.08,
284.064,7,102.774,
302.93,7,63.8232,
134.91,1,1.3677,
145.96,2,27.882,
169.704,2,19.1376,
100.384,1,8.048,
300.4,5,133.152,
397.32,4,7.1864,
770.84,4,210.4936,
1839.88,6,523.7052,
108.78,1,2.8322,
116.544,2,2.8836,
106.02,7,0.3906,
119.14,3,6.4206,
129.896,3,3.9498,
118.856,3,2.8782,
127.576,6,10.3194,
155.728,2,-32.3388,
225.84,8,76.2624,
366.58,3,17.379,
3445.96,4,6719.9808,
126.04,3,9.6192,
134.68,6,11.556,
139.48,2,4.872,
145.76,5,11.297,
234.92,4,106.5216,
235.846,3,2.3094,
305.764,2,60.392,
479.99,1,136.2971,
113.768,2,0.9576,
106,2,11.7,
152.01,3,22.0947,
140.99,1,14.5584,
205.92,4,62.748,
223.04,4,45.7704,
234.168,4,15.8376,
406.97,3,40.5867,
511.376,3,47.0376,
527.984,2,59.998,
1568.56,7,427.4368,
89.848,2,2.14,
123.05,5,2.9835,
102.1,2,6.93,
117.02,9,4.4856,
105.84,3,23.1192,
114.168,8,-226.6368,
116.352,3,23.235,
167.96,4,33.5888,
168.96,5,1.7995,
280.568,2,-28.9764,
2412.96,5,569.9905,
103.83,1,5.949,
106.76,2,1.316,
120.25,3,20.7675,
133.232,3,2.4174,
121.96,2,53.2608,
227.1,5,55.647,
233.246,2,-66.3916,
332.1,2,58.42,
362.94,3,9.9882,
634.558,3,-8.5794,
1058.332,5,-30.098,
117.008,2,1.5008,
117.26,2,3.7996,
121.64,4,8.1144,
111.94,3,5.97,
146.76,2,8.88,
139.992,1,6.9986,
130.68,2,21.0128,
105.742,9,-48.1194,
555.72,2,53.272,
830.48,7,7.9548,
90.96,2,6.3504,
127.56,7,6.8992,
139.72,4,12.8256,
153.48,1,10.0624,
150.04,3,9.6192,
163.4,5,21.164,
121.2,5,39.564,
188.792,1,18.5391,
370.86,2,149.8956,
70.08,2,2.0672,
115.715,5,-4.7625,
154.76,1,16.7328,
103,5,25.62,
124.95,5,22.087,
242.3328,2,-36.2352,
706.93,7,188.1404,
720.58,3,176.1708,
3013.95,5,1439.976,
95.468,13,-22.8956,
104.7,3,8.019,
118.54,1,17.27,
160.78,2,8.0406,
161.62,5,-90.774,
156.12,4,30.7776,
182.04,8,36.0192,
111.2,6,23.55,
158.95,3,21.7515,
166.68,13,38.025,
234.352,3,-19.1058,
527.664,8,85.176,
4823.984,2,359.9988,
116.264,3,2.0358,
111.976,3,-5.6943,
105.78,2,2.7166,
117.93,9,19.3185,
118.4,5,13.348,
148.808,3,1.8207,
404,4,129.6,
439.8,2,70.006,
90.94,3,6.8724,
108.12,4,2.8912,
147.11,3,6.5286,
80.056,3,2.205,
112.472,4,7.6416,
145.02,2,33.3256,
254.37,1,7.2111,
400.84,4,47.98,
123.98,1,8.49,
105.04,4,2.0416,
133.22,1,11.1294,
147.32,3,49.9704,
114.1,5,-5.94,
247.184,2,19.1786,
255.86,2,-102.048,
275.072,3,0,
648.6145,3,-248.2458,
654.976,3,-7.7247,
106.328,2,-3.552,
90.256,2,1.2192,
235.76,4,97.88,
284.55,5,114.9385,
308.96,2,71.2296,
343.9,3,79.794,
2602.56,4,621.9744,
2704.97,3,1264.7559,
126.28,6,15.7584,
142.95,5,10.4875,
115.584,2,23.7742,
211.6,4,91.968,
266.64,3,88.074,
493.24,8,219.9904,
520.81,3,0,
87.43,1,-13.363,
127.82,2,4.8118,
96.64,3,4.2336,
126.12,3,4.914,
144.96,2,6.2208,
132.97,3,9.7119,
160.896,4,-29.0536,
120.99,1,41.9958,
126.736,3,20.3439,
240.104,4,21.9492,
335.15,5,71.5375,
96.61,1,3.5767,
95.32,5,1.848,
106.16,2,3.58,
97.419,3,-3.0933,
118.368,2,3.6288,
133.672,3,6.4176,
225.95,5,21.9945,
97.992,8,2.3616,
108.752,1,0.1533,
115.12,2,-4.746,
92.768,2,1.4672,
142.364,3,-17.046,
145.86,7,14.2324,
145.7,5,13.365,
160.96,4,17.982,
456.704,6,-38.2116,
925.92,5,302.373,
103.28,1,2.376,
99.92,5,1.683,
121.856,3,21.3408,
210.272,8,-32.2192,
280.352,3,9.0882,
96.76,2,4.2048,
95.592,3,2.5536,
110.776,3,3.5022,
117.872,3,5.0286,
166.45,5,20.1015,
100.14,3,36.4044,
225.45,5,70.722,
98.89,1,2.0049,
107.57,3,-11.937,
97.736,4,7.2576,
114.552,3,5.4432,
128.833,1,-6.049,
235.92,4,2.0592,
517.24,4,9.5448,
80.52,5,2.065,
120.046,3,-44.2782,
130.896,1,-4.7784,
111.71,5,-10.054,
109.98,2,1.5588,
115.74,3,12.222,
154.544,2,-7.7292,
109.312,3,5.2773,
212.136,4,-43.9056,
265.352,3,-19.1058,
290.89,11,46.7313,
2579.985,5,-3399.98,
114.9,5,3.597,
100.964,6,-6.5736,
130.14,3,13.5072,
131.736,4,7.2576,
138.594,2,-15.8356,
127.03,5,-9.223,
114.38,2,3.4686,
159.04,8,11.2896,
152.382,3,-24.4764,
195.86,7,70.4928,
344.058,3,-18.1176,
348.704,1,33.2704,
874.544,4,-21.2136,
120.56,5,-6.188,
93.76,2,3.546,
89.7,5,-6.38,
133.336,3,5.7753,
128.56,4,18.28,
136.4,2,-52.17,
137.408,3,9.5418,
149.968,2,10.3936,
114.264,4,-243.16,
185.6,3,34.146,
938.82,9,227.205,
118.54,1,3.462,
91.736,4,7.2576,
119.694,3,-4.7145,
99.934,3,-4.9878,
116.976,3,8.3958,
265.352,3,0,
689.06,3,87.7578,
109.28,2,6.2152,
109.952,3,-11.6928,
112.36,7,26.544,
113.88,6,30.186,
139.71,7,36.813,
163.94,2,35.3626,
178.34,6,55.9224,
415.136,4,-14.5176,
107.76,5,-7.84,
112.344,1,1.8704,
97,1,1.05,
131.688,2,7.008,
114.664,3,3.3534,
149.14,2,7.9662,
132.408,2,11.9196,
150.9,5,15.372,
100.98,2,4.8986,
121.784,1,-18.196,
139.28,2,12.41,
147.568,2,-21.294,
601,10,34.5,
81.81,1,0.6516,
92.188,2,-0.99,
110.518,2,-5.7638,
104.43,5,-18.2525,
133.97,3,22.6737,
367.981,7,28.4102,
85.896,4,0.6672,
104.904,2,4.5188,
116.048,9,5.256,
136.05,3,8.763,
164.344,3,27.504,
174.92,5,6.792,
87.988,1,-1.4413,
122.34,3,9.3564,
125.28,8,19.2472,
152.58,7,39.0824,
169.92,4,33.4584,
269.2656,4,-42.1096,
87.39,3,5.6994,
171.12,4,11.592,
148.3,2,12.298,
773.984,2,84.5982,
117.384,1,0.7336,
133.848,2,0.7704,
116.08,3,5.265,
1088.35,5,-69.89,
106.91,1,2.4059,
109.96,4,28.332,
175.96,4,80.3404,
256.704,6,-8.2764,
719.58,5,-158.102,
108.896,3,-9.264,
108.528,3,4.8525,
119.608,2,1.6704,
116.24,5,7.553,
94.76,2,2.8224,
117.78,2,4.0098,
94.56,4,14.9744,
124.376,3,0.7425,
103.68,8,6.216,
119.368,2,3.6288,
126.842,3,-3.5508,
119.952,3,3.8844,
123.372,7,-69.3952,
151.96,2,21.4368,
215.608,2,1.4976,
335.352,3,-15.7176,
952.262,4,-458.1468,
997.9,5,18.093,
2821.92,5,0,
92.328,2,0.416,
159.93,3,12.993,
193.56,4,59.0372,
95.7,5,7.065,
142.4,5,15.824,
146.52,3,15.4752,
394.47,5,-112.041,
790.44,8,45.8064,
121,2,2.8,
112.388,4,-17.592,
149.96,7,6.6584,
143.92,4,12.4416,
149.448,2,7.3008,
150.52,2,19.4656,
155.2,5,-44.94,
232.96,5,20.6955,
260.16,2,72.948,
329.904,1,11.2839,
621.44,4,165.7176,
92.202,2,-1.5414,
87.313,1,-1.9275,
93.396,3,-7.5168,
103.61,3,8.4528,
130.4,5,15.552,
97.11,1,4.0995,
123.91,1,4.5657,
136.991,3,-152.9847,
117.68,1,3.2064,
111.16,2,11.58,
120.552,8,-7.3232,
150.5,3,15.525,
147.24,9,7.434,
108.2,4,29.6,
122.416,4,27.4352,
155.12,5,39.689,
188.94,3,41.2938,
231.968,4,28.7952,
454.744,7,76.6395,
650.4648,7,-119.1918,
672.168,4,70.5564,
803.68,5,-57.951,
94.408,3,0.6408,
110.06,10,-18.802,
153.66,6,18.0378,
144.541,11,-52.5481,
462.944,7,52.493,
517.8,2,119.2,
1495.65,5,423.0085,
131.64,1,7.4592,
165.444,2,18.4604,
171.99,1,28.7964,
114.08,4,22.7024,
141.058,3,-23.7822,
3409.952,6,1049.985,
157.992,2,-2.0568,
163.472,8,14.5152,
116.96,4,2.6784,
139.28,3,26.07,
188.92,5,46.225,
217.98,2,87.9912,
240,3,25.875,
300.85,1,63.107,
134.232,3,22.0158,
100.416,2,-14.8832,
233.979,7,-356.9643,
89.248,2,0.5904,
90.848,2,2.14,
87.032,2,9.4366,
118.996,1,-6.9965,
113.44,6,16.848,
129.59,3,17.6673,
149.92,3,12.7368,
133.6,5,42.048,
137.4,5,34.96,
173.92,5,-15.99,
266.62,2,4.7724,
306.48,5,-10.7055,
96.272,3,1.1556,
83.16,2,2.9568,
101.77,1,2.0979,
90.904,2,1.9926,
118,2,4.42,
119.168,4,6.4692,
131.85,5,15.426,
131.24,4,-53.072,
218.96,2,81.432,
323.52,9,149.76,
504.43,5,-124.431,
549.34,2,95.4612,
611.97,3,158.7519,
935.97,3,411.7365,
88.94,3,7.3206,
104.768,2,2.3364,
142.48,8,27.4856,
100.864,2,26.9024,
111.97,3,18.8937,
298.96,2,23.5764,
485.19,9,206.8893,
564.97,3,134.9925,
911.43,5,-12.849,
1433.93,7,601.9699,
83.76,2,1.0904,
106.04,2,1.764,
112.7,5,6.615,
98.28,2,6.2152,
128.992,1,0.6993,
143.58,2,5.8708,
152.952,3,16.1838,
149.784,1,7.745,
130.69,9,23.8581,
135.2,5,9.3,
132.17,5,-46.536,
133.2,5,5.775,
151.4,5,1.932,
171,5,37,
265.96,1,24.858,
108.552,3,5.6376,
86.12,2,3.475,
114.752,2,-3.168,
117.592,1,2.5893,
141.96,2,17.1828,
152.624,2,4.2624,
179.704,2,19.1376,
237.024,2,-55.256,
138.94,6,54.6912,
156.95,5,2.299,
350.94,3,75.735,
364.704,2,38.7792,
725.86,7,197.9208,
80.996,1,-3.2934,
89.928,2,0.6696,
105.874,7,-10.6547,
102.048,1,1.0287,
103.24,2,4.4824,
105.892,1,-0.9933,
146.608,3,-10.1736,
112.56,2,6.2608,
149.98,2,15.6744,
133.048,3,-0.9012,
129.75,5,15.6375,
160.19,7,20.7312,
105.992,1,9.5992,
139.16,2,28.1764,
172.12,5,49.92,
206.64,4,91.9508,
298.93,7,140.5957,
311.97,3,113.9886,
323.34,6,109.7226,
325.352,3,-35.3646,
326.98,2,89.3142,
404.97,3,98.2722,
704.408,12,42.588,
1652.82,9,374.6286,
102.52,2,1.0208,
92.216,4,4.2952,
95.58,1,1.395,
124.888,7,10.1094,
117.32,1,10.896,
131.16,4,12.8184,
145.016,6,13.7808,
179.8,4,4.068,
174.94,3,35.6238,
383.2,1,38.61,
552.272,8,-97.176,
725.76,4,162.0948,
1159.128,9,70.1955,
95.41,3,3.4827,
119.98,1,3.3504,
110.288,2,3.0044,
137.92,4,8.2944,
148.5,10,7.095,
115.28,2,19.8144,
158.9,5,18.821,
541.05,5,72.807,
94.97,3,5.2113,
113.46,7,25.3302,
219.986,2,-54.5958,
116.344,3,2.5137,
116.78,1,0.7228,
96.592,2,-2.6268,
102.84,3,2.8536,
155.56,7,18.8328,
220.288,3,-6.4233,
71.824,2,0.6156,
100.188,1,-1.9602,
132.32,5,-46.716,
161.816,3,-11.5938,
139,8,13.2,
697.92,5,207.475,
103.29,1,1.4805,
113.136,3,-11.2806,
142.84,3,6.0288,
145.84,2,13.428,
248.44,3,62.532,
77.96,2,6.2208,
126.76,2,0.7728,
130.08,2,6.924,
125.16,6,9.816,
342.376,3,22.6782,
515.15,5,28.629,
521.3,5,138.417,
560.97,3,134.9925,
103.192,3,0.3399,
115.06,5,-10.05,
136.44,3,7.86,
138,4,14.7,
146.92,5,9.072,
165.34,2,28.0032,
117.869,3,-29.0073,
137.13,3,36.2877,
156.96,4,-64.9376,
219.96,5,19.596,
270.44,8,101.4504,
291.968,4,54.3936,
323.96,2,33.2156,
101.872,3,5.0286,
94.564,3,-6.237,
130.552,3,5.4432,
123.46,2,9.8856,
128.368,4,4.0776,
480.16,2,120.9416,
2112.424,4,-52.3392,
113.24,3,2.6208,
120.98,1,3.99,
122.55,5,1.1775,
125.92,5,9.396,
130.41,1,19.9686,
132.424,3,4.6746,
180.792,1,17.6391,
221.6664,1,-6.0196,
276.96,2,33.8744,
1027.01,3,3.0438,
2049.1,6,10.179,
81.89,1,1.8672,
106.52,4,18.0096,
123.592,1,-0.3398,
144.36,2,-3.094,
118.97,3,15.9543,
192.376,4,-34.3148,
353.744,3,-77.1267,
1956.88,6,539.2464,
2425.2,8,793.716,
